row,ok,error_count,pass_count,errors,passes
1,False,2,17,"[{""rule_id"": ""record_length"", ""field"": null, ""message"": ""Longitud esperada 852, actual 853"", ""severity"": ""error"", ""value"": 853, ""expected"": 852}, {""rule_id"": 2, ""field"": null, ""message"": ""Longitud esperada 852, actual 853"", ""severity"": ""error"", ""value"": 853, ""expected"": 852}]","[{""rule_id"": 1, ""field"": ""clave_de_movimiento"", ""message"": ""Valor permitido"", ""severity"": ""pass"", ""value"": ""M1"", ""expected"": [""M0"", ""M1"", ""L0"", ""L1""]}, {""rule_id"": ""field.isin.expected"", ""field"": ""isin"", ""message"": ""Valor coincide con expected"", ""severity"": ""pass"", ""value"": ""                    "", ""expected"": ""                    ""}, {""rule_id"": ""field.moneda_pos21.expected"", ""field"": ""moneda_pos21"", ""message"": ""Valor coincide con expected"", ""severity"": ""pass"", ""value"": "" "", ""expected"": "" ""}, {""rule_id"": ""field.clave_instrumento_bmv.expected"", ""field"": ""clave_instrumento_bmv"", ""message"": ""Valor coincide con expected"", ""severity"": ""pass"", ""value"": ""    "", ""expected"": ""    ""}, {""rule_id"": ""field.emisora.expected"", ""field"": ""emisora"", ""message"": ""Valor coincide con expected"", ""severity"": ""pass"", ""value"": ""DIVISAS"", ""expected"": ""DIVISAS""}, {""rule_id"": ""field.serie.expected"", ""field"": ""serie"", ""message"": ""Valor coincide con expected"", ""severity"": ""pass"", ""value"": ""       "", ""expected"": ""       ""}, {""rule_id"": ""field.cupon.expected"", ""field"": ""cupon"", ""message"": ""Valor coincide con expected"", ""severity"": ""pass"", ""value"": ""   "", ""expected"": ""   ""}, {""rule_id"": ""field.tipo_de_instrumento.expected"", ""field"": ""tipo_de_instrumento"", ""message"": ""Valor coincide con expected"", ""severity"": ""pass"", ""value"": ""  "", ""expected"": ""  ""}, {""rule_id"": ""field.importe_ints_corridos_mn.expected"", ""field"": ""importe_ints_corridos_mn"", ""message"": ""Valor coincide con expected"", ""severity"": ""pass"", ""value"": ""                 0"", ""expected"": ""                 0""}, {""rule_id"": ""field.intereses_corridos_hoy_mn.expected"", ""field"": ""intereses_corridos_hoy_mn"", ""message"": ""Valor coincide con expected"", ""severity"": ""pass"", ""value"": ""                 0"", ""expected"": ""                 0""}, {""rule_id"": ""field.intereses_corridos_24h_mn.expected"", ""field"": ""intereses_corridos_24h_mn"", ""message"": ""Valor coincide con expected"", ""severity"": ""pass"", ""value"": ""                 0"", ""expected"": ""                 0""}, {""rule_id"": ""field.intereses_corridos_48h_mn.expected"", ""field"": ""intereses_corridos_48h_mn"", ""message"": ""Valor coincide con expected"", ""severity"": ""pass"", ""value"": ""                 0"", ""expected"": ""                 0""}, {""rule_id"": ""field.intereses_corridos_72h_mn.expected"", ""field"": ""intereses_corridos_72h_mn"", ""message"": ""Valor coincide con expected"", ""severity"": ""pass"", ""value"": ""                 0"", ""expected"": ""                 0""}, {""rule_id"": ""field.intereses_corridos_96h_mn.expected"", ""field"": ""intereses_corridos_96h_mn"", ""message"": ""Valor coincide con expected"", ""severity"": ""pass"", ""value"": ""                 0"", ""expected"": ""                 0""}, {""rule_id"": ""field.clave_emisor.expected"", ""field"": ""clave_emisor"", ""message"": ""Valor coincide con expected"", ""severity"": ""pass"", ""value"": ""       "", ""expected"": ""       ""}, {""rule_id"": ""field.nombre_emisor.expected"", ""field"": ""nombre_emisor"", ""message"": ""Valor coincide con expected"", ""severity"": ""pass"", ""value"": ""                                        "", ""expected"": ""                                        ""}, {""rule_id"": ""field.sponsor.expected"", ""field"": ""sponsor"", ""message"": ""Valor coincide con expected"", ""severity"": ""pass"", ""value"": ""  "", ""expected"": ""  ""}]"
2,True,0,19,[],"[{""rule_id"": ""record_length"", ""field"": null, ""message"": ""Longitud OK"", ""severity"": ""pass"", ""value"": 852, ""expected"": 852}, {""rule_id"": 1, ""field"": ""clave_de_movimiento"", ""message"": ""Valor permitido"", ""severity"": ""pass"", ""value"": ""M0"", ""expected"": [""M0"", ""M1"", ""L0"", ""L1""]}, {""rule_id"": 2, ""field"": null, ""message"": ""Longitud OK"", ""severity"": ""pass"", ""value"": 852, ""expected"": 852}, {""rule_id"": ""field.isin.expected"", ""field"": ""isin"", ""message"": ""Valor coincide con expected"", ""severity"": ""pass"", ""value"": ""                    "", ""expected"": ""                    ""}, {""rule_id"": ""field.moneda_pos21.expected"", ""field"": ""moneda_pos21"", ""message"": ""Valor coincide con expected"", ""severity"": ""pass"", ""value"": "" "", ""expected"": "" ""}, {""rule_id"": ""field.clave_instrumento_bmv.expected"", ""field"": ""clave_instrumento_bmv"", ""message"": ""Valor coincide con expected"", ""severity"": ""pass"", ""value"": ""    "", ""expected"": ""    ""}, {""rule_id"": ""field.emisora.expected"", ""field"": ""emisora"", ""message"": ""Valor coincide con expected"", ""severity"": ""pass"", ""value"": ""DIVISAS"", ""expected"": ""DIVISAS""}, {""rule_id"": ""field.serie.expected"", ""field"": ""serie"", ""message"": ""Valor coincide con expected"", ""severity"": ""pass"", ""value"": ""       "", ""expected"": ""       ""}, {""rule_id"": ""field.cupon.expected"", ""field"": ""cupon"", ""message"": ""Valor coincide con expected"", ""severity"": ""pass"", ""value"": ""   "", ""expected"": ""   ""}, {""rule_id"": ""field.tipo_de_instrumento.expected"", ""field"": ""tipo_de_instrumento"", ""message"": ""Valor coincide con expected"", ""severity"": ""pass"", ""value"": ""  "", ""expected"": ""  ""}, {""rule_id"": ""field.importe_ints_corridos_mn.expected"", ""field"": ""importe_ints_corridos_mn"", ""message"": ""Valor coincide con expected"", ""severity"": ""pass"", ""value"": ""                 0"", ""expected"": ""                 0""}, {""rule_id"": ""field.intereses_corridos_hoy_mn.expected"", ""field"": ""intereses_corridos_hoy_mn"", ""message"": ""Valor coincide con expected"", ""severity"": ""pass"", ""value"": ""                 0"", ""expected"": ""                 0""}, {""rule_id"": ""field.intereses_corridos_24h_mn.expected"", ""field"": ""intereses_corridos_24h_mn"", ""message"": ""Valor coincide con expected"", ""severity"": ""pass"", ""value"": ""                 0"", ""expected"": ""                 0""}, {""rule_id"": ""field.intereses_corridos_48h_mn.expected"", ""field"": ""intereses_corridos_48h_mn"", ""message"": ""Valor coincide con expected"", ""severity"": ""pass"", ""value"": ""                 0"", ""expected"": ""                 0""}, {""rule_id"": ""field.intereses_corridos_72h_mn.expected"", ""field"": ""intereses_corridos_72h_mn"", ""message"": ""Valor coincide con expected"", ""severity"": ""pass"", ""value"": ""                 0"", ""expected"": ""                 0""}, {""rule_id"": ""field.intereses_corridos_96h_mn.expected"", ""field"": ""intereses_corridos_96h_mn"", ""message"": ""Valor coincide con expected"", ""severity"": ""pass"", ""value"": ""                 0"", ""expected"": ""                 0""}, {""rule_id"": ""field.clave_emisor.expected"", ""field"": ""clave_emisor"", ""message"": ""Valor coincide con expected"", ""severity"": ""pass"", ""value"": ""       "", ""expected"": ""       ""}, {""rule_id"": ""field.nombre_emisor.expected"", ""field"": ""nombre_emisor"", ""message"": ""Valor coincide con expected"", ""severity"": ""pass"", ""value"": ""                                        "", ""expected"": ""                                        ""}, {""rule_id"": ""field.sponsor.expected"", ""field"": ""sponsor"", ""message"": ""Valor coincide con expected"", ""severity"": ""pass"", ""value"": ""  "", ""expected"": ""  ""}]"
